,count_0,count_1,log_prob_0,log_prob_1
feed,5.0,7.0,-8.669192988317644,-9.22997491791195
feeder,7.0,4.0,-8.332720751702144,-9.789590705836657
feel,13.0,18.0,-7.713681543302513,-8.285513309079828
feeling,2.0,3.0,-9.585483720161799,-10.077272778280106
fees,1.0,5.0,-10.278630900671743,-9.566447154527449
feet,6.0,11.0,-8.486871431527021,-8.777989794174086
feliciano,0.0,6.0,-33.3044818307122,-9.384125597736826
fell,0.0,5.0,-33.3044818307122,-9.566447154527449
fellow,3.0,21.0,-9.1800186120703,-8.131362629253363
fertilizer,8.0,4.0,-8.199189359079407,-9.789590705836657
fertilizers,5.0,2.0,-8.669192988317644,-10.482737886371604
fervently,2.0,3.0,-9.585483720161799,-10.077272778280106
fiber,5.0,3.0,-8.669192988317644,-10.077272778280106
fidel,0.0,19.0,-33.3044818307122,-8.231446087809845
field,26.0,21.0,-7.020534362746416,-8.131362629253363
fields,12.0,7.0,-7.793724250975409,-9.22997491791195
fight,13.0,76.0,-7.713681543302513,-6.845151726693902
fighting,6.0,39.0,-8.486871431527021,-7.512323420849338
figure,6.0,1.0,-8.486871431527021,-11.175885066881548
figures,7.0,7.0,-8.332720751702144,-9.22997491791195
file,1.0,6.0,-10.278630900671743,-9.384125597736826
filed,3.0,4.0,-9.1800186120703,-9.789590705836657
filipino,34.0,170.0,-6.752270376152641,-6.040086629930698
filipinos,10.0,135.0,-7.976045807767697,-6.270610288542378
final,5.0,13.0,-8.669192988317644,-8.610935709512319
finally,7.0,32.0,-8.332720751702144,-7.710149164178697
finance,30.0,26.0,-6.877433519106255,-7.917788528956221
financed,16.0,1.0,-7.506042178525712,-11.175885066881548
finances,24.0,1.0,-7.1005770704196305,-11.175885066881548
financial,49.0,67.0,-6.386810602659075,-6.97119244758909
financing,40.0,19.0,-6.589751446655306,-8.231446087809845
fine,1.0,10.0,-10.278630900671743,-8.873299973977502
finish,1.0,14.0,-10.278630900671743,-8.536827737359147
finished,3.0,7.0,-9.1800186120703,-9.22997491791195
firearms,2.0,6.0,-9.585483720161799,-9.384125597736826
firm,7.0,11.0,-8.332720751702144,-8.777989794174086
firmly,4.0,2.0,-8.892336539626852,-10.482737886371604
firms,1.0,7.0,-10.278630900671743,-9.22997491791195
fiscal,55.0,58.0,-6.271297715537454,-7.115442056433404
fish,13.0,16.0,-7.713681543302513,-8.403296344735518
fisherfolk,0.0,5.0,-33.3044818307122,-9.566447154527449
fisheries,7.0,15.0,-8.332720751702144,-8.467834865872671
fishermen,0.0,9.0,-33.3044818307122,-8.978660489634217
fishery,8.0,2.0,-8.199189359079407,-10.482737886371604
fishing,13.0,10.0,-7.713681543302513,-8.873299973977502
fit,2.0,5.0,-9.585483720161799,-9.566447154527449
fixed,6.0,1.0,-8.486871431527021,-11.175885066881548
flag,0.0,7.0,-33.3044818307122,-9.22997491791195
flexibility,2.0,5.0,-9.585483720161799,-9.566447154527449
flood,5.0,12.0,-8.669192988317644,-8.690978417185214
flow,11.0,9.0,-7.880735627964281,-8.978660489634217
focus,1.0,27.0,-10.278630900671743,-7.8800482009735155
focused,1.0,14.0,-10.278630900671743,-8.536827737359147
fold,4.0,3.0,-8.892336539626852,-10.077272778280106
follow,6.0,17.0,-8.486871431527021,-8.34267172291945
food,43.0,67.0,-6.517430785075855,-6.97119244758909
foods,9.0,0.0,-8.081406323424412,-34.201735996922004
force,18.0,83.0,-7.388259142870023,-6.757044459183746
forced,0.0,13.0,-33.3044818307122,-8.610935709512319
forces,40.0,59.0,-6.589751446655306,-7.098347623074134
foreign,144.0,123.0,-5.308817601195048,-6.363700711608318
foremost,2.0,6.0,-9.585483720161799,-9.384125597736826
forest,8.0,4.0,-8.199189359079407,-9.789590705836657
forestry,5.0,4.0,-8.669192988317644,-9.789590705836657
forests,1.0,7.0,-10.278630900671743,-9.22997491791195
forge,1.0,4.0,-10.278630900671743,-9.789590705836657
forget,1.0,17.0,-10.278630900671743,-8.34267172291945
forgotten,1.0,6.0,-10.278630900671743,-9.384125597736826
form,20.0,15.0,-7.282898627212752,-8.467834865872671
formal,5.0,3.0,-8.669192988317644,-10.077272778280106
formation,2.0,3.0,-9.585483720161799,-10.077272778280106
forms,7.0,9.0,-8.332720751702144,-8.978660489634217
formula,1.0,4.0,-10.278630900671743,-9.789590705836657
formulate,5.0,2.0,-8.669192988317644,-10.482737886371604
fort,1.0,4.0,-10.278630900671743,-9.789590705836657
fortunate,4.0,3.0,-8.892336539626852,-10.077272778280106
fortunately,2.0,5.0,-9.585483720161799,-9.566447154527449
forum,0.0,10.0,-33.3044818307122,-8.873299973977502
foster,10.0,7.0,-7.976045807767697,-9.22997491791195
fought,1.0,12.0,-10.278630900671743,-8.690978417185214
foundation,11.0,17.0,-7.880735627964281,-8.34267172291945
foundations,5.0,9.0,-8.669192988317644,-8.978660489634217
fourth,4.0,21.0,-8.892336539626852,-8.131362629253363
framework,8.0,18.0,-8.199189359079407,-8.285513309079828
franco,0.0,5.0,-33.3044818307122,-9.566447154527449
frank,0.0,10.0,-33.3044818307122,-8.873299973977502
franklin,0.0,8.0,-33.3044818307122,-9.096443525289212
fraud,0.0,8.0,-33.3044818307122,-9.096443525289212
freedom,47.0,48.0,-6.4284832990595575,-7.304684056071574
freely,2.0,7.0,-9.585483720161799,-9.22997491791195
fresh,5.0,13.0,-8.669192988317644,-8.610935709512319
friend,4.0,6.0,-8.892336539626852,-9.384125597736826
friendly,2.0,11.0,-9.585483720161799,-8.777989794174086
friends,10.0,31.0,-7.976045807767697,-7.741897862493176
friendship,9.0,6.0,-8.081406323424412,-9.384125597736826
friendships,1.0,8.0,-10.278630900671743,-9.096443525289212
frontline,0.0,5.0,-33.3044818307122,-9.566447154527449
fronts,0.0,6.0,-33.3044818307122,-9.384125597736826
fruit,1.0,10.0,-10.278630900671743,-8.873299973977502
fruits,4.0,2.0,-8.892336539626852,-10.482737886371604
frustration,4.0,2.0,-8.892336539626852,-10.482737886371604
fuel,0.0,14.0,-33.3044818307122,-8.536827737359147
fulfill,3.0,11.0,-9.1800186120703,-8.777989794174086
fulfilled,4.0,3.0,-8.892336539626852,-10.077272778280106
fulfillment,8.0,4.0,-8.199189359079407,-9.789590705836657
fullest,3.0,2.0,-9.1800186120703,-10.482737886371604
function,9.0,4.0,-8.081406323424412,-9.789590705836657
functions,10.0,10.0,-7.976045807767697,-8.873299973977502
fund,38.0,51.0,-6.641044741042726,-7.244059434255262
fundamental,18.0,13.0,-7.388259142870023,-8.610935709512319
fundamentals,1.0,9.0,-10.278630900671743,-8.978660489634217
funding,0.0,14.0,-33.3044818307122,-8.536827737359147
funds,69.0,36.0,-6.044524396173035,-7.592366128522661
future,43.0,100.0,-6.517430785075855,-6.570714880992457
gaano,0.0,14.0,-33.3044818307122,-8.536827737359147
gabi,0.0,17.0,-33.3044818307122,-8.34267172291945
gabinete,0.0,24.0,-33.3044818307122,-7.997831236629436
gagawa,0.0,10.0,-33.3044818307122,-8.873299973977502
gain,7.0,9.0,-8.332720751702144,-8.978660489634217
gained,7.0,8.0,-8.332720751702144,-9.096443525289212
gains,13.0,29.0,-7.713681543302513,-7.808589236991626
galang,0.0,18.0,-33.3044818307122,-8.285513309079828
galing,0.0,13.0,-33.3044818307122,-8.610935709512319
galit,0.0,11.0,-33.3044818307122,-8.777989794174086
gamit,0.0,17.0,-33.3044818307122,-8.34267172291945
gamitin,0.0,17.0,-33.3044818307122,-8.34267172291945
gamot,0.0,23.0,-33.3044818307122,-8.040390851048052
ganap,0.0,7.0,-33.3044818307122,-9.22997491791195
ganito,0.0,31.0,-33.3044818307122,-7.741897862493176
ganitong,0.0,25.0,-33.3044818307122,-7.957009242109348
ganoon,0.0,32.0,-33.3044818307122,-7.710149164178697
ganun,0.0,26.0,-33.3044818307122,-7.917788528956221
gap,3.0,7.0,-9.1800186120703,-9.22997491791195
garbage,0.0,11.0,-33.3044818307122,-8.777989794174086
garcia,1.0,4.0,-10.278630900671743,-9.789590705836657
gas,1.0,11.0,-10.278630900671743,-8.777989794174086
gastos,0.0,14.0,-33.3044818307122,-8.536827737359147
gastusin,0.0,9.0,-33.3044818307122,-8.978660489634217
gather,1.0,5.0,-10.278630900671743,-9.566447154527449
gathering,0.0,6.0,-33.3044818307122,-9.384125597736826
gawa,0.0,9.0,-33.3044818307122,-8.978660489634217
gawain,0.0,10.0,-33.3044818307122,-8.873299973977502
gawin,0.0,21.0,-33.3044818307122,-8.131362629253363
gawing,0.0,13.0,-33.3044818307122,-8.610935709512319
gaya,0.0,33.0,-33.3044818307122,-7.679377505512038
gayon,0.0,9.0,-33.3044818307122,-8.978660489634217
gdp,0.0,32.0,-33.3044818307122,-7.710149164178697
generate,3.0,17.0,-9.1800186120703,-8.34267172291945
generated,4.0,13.0,-8.892336539626852,-8.610935709512319
generating,3.0,9.0,-9.1800186120703,-8.978660489634217
generation,6.0,33.0,-8.486871431527021,-7.679377505512038
generations,7.0,15.0,-8.332720751702144,-8.467834865872671
gentlemen,9.0,43.0,-8.081406323424412,-7.41468495128566
genuine,9.0,5.0,-8.081406323424412,-9.566447154527449
geothermal,0.0,10.0,-33.3044818307122,-8.873299973977502
germany,5.0,2.0,-8.669192988317644,-10.482737886371604
giant,0.0,11.0,-33.3044818307122,-8.777989794174086
gift,0.0,10.0,-33.3044818307122,-8.873299973977502
gilas,0.0,12.0,-33.3044818307122,-8.690978417185214
glad,3.0,2.0,-9.1800186120703,-10.482737886371604
global,1.0,87.0,-10.278630900671743,-6.709976948325815
globally,0.0,7.0,-33.3044818307122,-9.22997491791195
globe,0.0,6.0,-33.3044818307122,-9.384125597736826
gloria,0.0,17.0,-33.3044818307122,-8.34267172291945
glory,2.0,4.0,-9.585483720161799,-9.789590705836657
gnp,0.0,33.0,-33.3044818307122,-7.679377505512038
goal,26.0,20.0,-7.020534362746416,-8.180152793422558
goals,27.0,28.0,-6.98279403476371,-7.843680556802774
gobyerno,0.0,113.0,-33.3044818307122,-6.448497248268323
gobyernong,0.0,11.0,-33.3044818307122,-8.777989794174086
god,14.0,57.0,-7.6395735711493415,-7.132833799145244
goodwill,2.0,7.0,-9.585483720161799,-9.22997491791195
govern,7.0,8.0,-8.332720751702144,-9.096443525289212
governance,0.0,41.0,-33.3044818307122,-7.4623130002748015
governing,2.0,5.0,-9.585483720161799,-9.566447154527449
government,418.0,595.0,-4.243149468246748,-4.78732366143575
governments,15.0,26.0,-7.570580699662866,-7.917788528956221
governor,0.0,33.0,-33.3044818307122,-7.679377505512038
grace,0.0,9.0,-33.3044818307122,-8.978660489634217
grade,1.0,10.0,-10.278630900671743,-8.873299973977502
grades,3.0,4.0,-9.1800186120703,-9.789590705836657
gradually,7.0,2.0,-8.332720751702144,-10.482737886371604
graduate,0.0,15.0,-33.3044818307122,-8.467834865872671
graduates,3.0,4.0,-9.1800186120703,-9.789590705836657
graft,14.0,31.0,-7.6395735711493415,-7.741897862493176
grant,3.0,8.0,-9.1800186120703,-9.096443525289212
granted,25.0,7.0,-7.059755075899543,-9.22997491791195
granting,6.0,6.0,-8.486871431527021,-9.384125597736826
grants,6.0,6.0,-8.486871431527021,-9.384125597736826
grateful,0.0,6.0,-33.3044818307122,-9.384125597736826
gratifying,9.0,1.0,-8.081406323424412,-11.175885066881548
gratitude,4.0,13.0,-8.892336539626852,-8.610935709512319
grave,8.0,7.0,-8.199189359079407,-9.22997491791195
greatly,16.0,8.0,-7.506042178525712,-9.096443525289212
grew,2.0,20.0,-9.585483720161799,-8.180152793422558
grievances,2.0,4.0,-9.585483720161799,-9.789590705836657
gross,17.0,21.0,-7.445417556709645,-8.131362629253363
ground,3.0,21.0,-9.1800186120703,-8.131362629253363
groundwork,2.0,5.0,-9.585483720161799,-9.566447154527449
grow,7.0,24.0,-8.332720751702144,-7.997831236629436
growing,14.0,25.0,-7.6395735711493415,-7.957009242109348
grown,4.0,3.0,-8.892336539626852,-10.077272778280106
growth,91.0,181.0,-5.767771394253794,-5.97738803571517
gsis,4.0,7.0,-8.892336539626852,-9.22997491791195
guarantee,3.0,10.0,-9.1800186120703,-8.873299973977502
guarantees,3.0,5.0,-9.1800186120703,-9.566447154527449
guard,2.0,6.0,-9.585483720161799,-9.384125597736826
guests,0.0,14.0,-33.3044818307122,-8.536827737359147
guidance,6.0,2.0,-8.486871431527021,-10.482737886371604
guide,7.0,4.0,-8.332720751702144,-9.789590705836657
guided,4.0,5.0,-8.892336539626852,-9.566447154527449
guidelines,1.0,5.0,-10.278630900671743,-9.566447154527449
gumagawa,0.0,9.0,-33.3044818307122,-8.978660489634217
gun,2.0,4.0,-9.585483720161799,-9.789590705836657
guro,0.0,13.0,-33.3044818307122,-8.610935709512319
gustong,0.0,13.0,-33.3044818307122,-8.610935709512319
guys,0.0,7.0,-33.3044818307122,-9.22997491791195
hakbang,0.0,20.0,-33.3044818307122,-8.180152793422558
halaga,0.0,17.0,-33.3044818307122,-8.34267172291945
halagang,0.0,6.0,-33.3044818307122,-9.384125597736826
halalan,0.0,14.0,-33.3044818307122,-8.536827737359147
halimbawa,0.0,51.0,-33.3044818307122,-7.244059434255262
halip,0.0,15.0,-33.3044818307122,-8.467834865872671
hall,3.0,23.0,-9.1800186120703,-8.040390851048052
halos,0.0,53.0,-33.3044818307122,-7.2055931534275395
hamon,0.0,22.0,-33.3044818307122,-8.084842613618687
hanay,0.0,22.0,-33.3044818307122,-8.084842613618687
hand,19.0,44.0,-7.3341919216000395,-7.391695433061015
handa,0.0,18.0,-33.3044818307122,-8.285513309079828
handang,0.0,16.0,-33.3044818307122,-8.403296344735518
handling,3.0,3.0,-9.1800186120703,-10.077272778280106
hands,6.0,29.0,-8.486871431527021,-7.808589236991626
hangad,0.0,6.0,-33.3044818307122,-9.384125597736826
hangin,0.0,6.0,-33.3044818307122,-9.384125597736826
hapon,0.0,15.0,-33.3044818307122,-8.467834865872671
happen,0.0,19.0,-33.3044818307122,-8.231446087809845
happened,1.0,14.0,-10.278630900671743,-8.536827737359147
happening,0.0,6.0,-33.3044818307122,-9.384125597736826
happiness,12.0,1.0,-7.793724250975409,-11.175885066881548
happy,13.0,15.0,-7.713681543302513,-8.467834865872671
harap,0.0,8.0,-33.3044818307122,-9.096443525289212
harapan,0.0,5.0,-33.3044818307122,-9.566447154527449
hard,8.0,49.0,-8.199189359079407,-7.28406476886888
harder,0.0,6.0,-33.3044818307122,-9.384125597736826
hardest,0.0,5.0,-33.3044818307122,-9.566447154527449
hardships,1.0,6.0,-10.278630900671743,-9.384125597736826
hardworking,0.0,5.0,-33.3044818307122,-9.566447154527449
harmony,2.0,10.0,-9.585483720161799,-8.873299973977502
harvest,6.0,6.0,-8.486871431527021,-9.384125597736826
hasten,6.0,5.0,-8.486871431527021,-9.566447154527449
hawak,0.0,6.0,-33.3044818307122,-9.384125597736826
hayaan,0.0,10.0,-33.3044818307122,-8.873299973977502
hazards,1.0,6.0,-10.278630900671743,-9.384125597736826
head,4.0,11.0,-8.892336539626852,-8.777989794174086
headed,5.0,6.0,-8.669192988317644,-9.384125597736826
heads,1.0,7.0,-10.278630900671743,-9.22997491791195
headway,4.0,6.0,-8.892336539626852,-9.384125597736826
heal,0.0,5.0,-33.3044818307122,-9.566447154527449
health,63.0,125.0,-6.135496174378623,-6.3475713296784475
healthy,8.0,10.0,-8.199189359079407,-8.873299973977502
hear,1.0,8.0,-10.278630900671743,-9.096443525289212
heard,0.0,14.0,-33.3044818307122,-8.536827737359147
heart,2.0,13.0,-9.585483720161799,-8.610935709512319
hearts,3.0,2.0,-9.1800186120703,-10.482737886371604
heavily,2.0,4.0,-9.585483720161799,-9.789590705836657
heavy,9.0,11.0,-8.081406323424412,-8.777989794174086
hectare,8.0,5.0,-8.199189359079407,-9.566447154527449
hectares,71.0,38.0,-6.015951023729019,-7.538298907252531
heinous,0.0,9.0,-33.3044818307122,-8.978660489634217
held,11.0,18.0,-7.880735627964281,-8.285513309079828
helped,8.0,16.0,-8.199189359079407,-8.403296344735518
helping,5.0,11.0,-8.669192988317644,-8.777989794174086
helps,1.0,4.0,-10.278630900671743,-9.789590705836657
heretofore,7.0,1.0,-8.332720751702144,-11.175885066881548
heritage,6.0,4.0,-8.486871431527021,-9.789590705836657
heroes,2.0,11.0,-9.585483720161799,-8.777989794174086
heroic,5.0,4.0,-8.669192988317644,-9.789590705836657
heroism,2.0,4.0,-9.585483720161799,-9.789590705836657
heto,0.0,7.0,-33.3044818307122,-9.22997491791195
highly,2.0,8.0,-9.585483720161799,-9.096443525289212
highway,12.0,24.0,-7.793724250975409,-7.997831236629436
highways,12.0,12.0,-7.793724250975409,-8.690978417185214
higit,0.0,37.0,-33.3044818307122,-7.564967154334621
hinaharap,0.0,14.0,-33.3044818307122,-8.536827737359147
hinihiling,0.0,11.0,-33.3044818307122,-8.777989794174086
hinihingi,0.0,9.0,-33.3044818307122,-8.978660489634217
hirap,0.0,10.0,-33.3044818307122,-8.873299973977502
historic,6.0,6.0,-8.486871431527021,-9.384125597736826
historical,1.0,11.0,-10.278630900671743,-8.777989794174086
history,12.0,41.0,-7.793724250975409,-7.4623130002748015
hit,2.0,20.0,-9.585483720161799,-8.180152793422558
ho,0.0,29.0,-33.3044818307122,-7.808589236991626
hold,4.0,16.0,-8.892336539626852,-8.403296344735518
holding,5.0,2.0,-8.669192988317644,-10.482737886371604
homes,10.0,24.0,-7.976045807767697,-7.997831236629436
honest,14.0,17.0,-7.6395735711493415,-8.34267172291945
honestly,4.0,3.0,-8.892336539626852,-10.077272778280106
honesty,10.0,8.0,-7.976045807767697,-9.096443525289212
honor,9.0,19.0,-8.081406323424412,-8.231446087809845
honorable,1.0,29.0,-10.278630900671743,-7.808589236991626
honored,4.0,5.0,-8.892336539626852,-9.566447154527449
hope,36.0,74.0,-6.695111962312856,-6.871819973776027
hopes,13.0,5.0,-7.713681543302513,-9.566447154527449
horror,1.0,6.0,-10.278630900671743,-9.384125597736826
hospital,10.0,11.0,-7.976045807767697,-8.777989794174086
hospitalization,1.0,4.0,-10.278630900671743,-9.789590705836657
hospitals,13.0,10.0,-7.713681543302513,-8.873299973977502
host,0.0,7.0,-33.3044818307122,-9.22997491791195
hour,5.0,19.0,-8.669192988317644,-8.231446087809845
hours,2.0,19.0,-9.585483720161799,-8.231446087809845
house,6.0,72.0,-8.486871431527021,-6.899218947964104
household,0.0,7.0,-33.3044818307122,-9.22997491791195
households,2.0,13.0,-9.585483720161799,-8.610935709512319
houses,19.0,17.0,-7.3341919216000395,-8.34267172291945
housing,41.0,54.0,-6.565058834064996,-7.186901020415422
huge,2.0,11.0,-9.585483720161799,-8.777989794174086
huli,0.0,7.0,-33.3044818307122,-9.22997491791195
huling,0.0,13.0,-33.3044818307122,-8.610935709512319
human,8.0,86.0,-8.199189359079407,-6.7215377707268775
humihingi,0.0,6.0,-33.3044818307122,-9.384125597736826
hundreds,0.0,5.0,-33.3044818307122,-9.566447154527449
hunger,3.0,6.0,-9.1800186120703,-9.384125597736826
hungry,2.0,3.0,-9.585483720161799,-10.077272778280106
hunyo,0.0,18.0,-33.3044818307122,-8.285513309079828
hurt,2.0,6.0,-9.585483720161799,-9.384125597736826
husto,0.0,8.0,-33.3044818307122,-9.096443525289212
hydro,6.0,2.0,-8.486871431527021,-10.482737886371604
ibalik,0.0,6.0,-33.3044818307122,-9.384125597736826
ibang,0.0,81.0,-33.3044818307122,-6.781435912307875
ibigay,0.0,24.0,-33.3044818307122,-7.997831236629436
ict,0.0,14.0,-33.3044818307122,-8.536827737359147
idea,1.0,4.0,-10.278630900671743,-9.789590705836657
ideal,5.0,9.0,-8.669192988317644,-8.978660489634217
ideals,4.0,6.0,-8.892336539626852,-9.384125597736826
ideas,1.0,6.0,-10.278630900671743,-9.384125597736826
identified,1.0,5.0,-10.278630900671743,-9.566447154527449
identity,3.0,8.0,-9.1800186120703,-9.096443525289212
ideological,1.0,5.0,-10.278630900671743,-9.566447154527449
ideology,3.0,7.0,-9.1800186120703,-9.22997491791195
idle,3.0,3.0,-9.1800186120703,-10.077272778280106
iii,0.0,14.0,-33.3044818307122,-8.536827737359147
iisa,0.0,13.0,-33.3044818307122,-8.610935709512319
iisang,0.0,13.0,-33.3044818307122,-8.610935709512319
ika,0.0,13.0,-33.3044818307122,-8.610935709512319
ilang,0.0,40.0,-33.3044818307122,-7.4870056128651115
illegal,4.0,44.0,-8.892336539626852,-7.391695433061015
ills,2.0,3.0,-9.585483720161799,-10.077272778280106
ilocos,8.0,7.0,-8.199189359079407,-9.22997491791195
iloilo,8.0,16.0,-8.199189359079407,-8.403296344735518
image,1.0,4.0,-10.278630900671743,-9.789590705836657
impact,7.0,23.0,-8.332720751702144,-8.040390851048052
imperative,16.0,6.0,-7.506042178525712,-9.384125597736826
impetus,12.0,2.0,-7.793724250975409,-10.482737886371604
implement,15.0,27.0,-7.570580699662866,-7.8800482009735155
